Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Gabon,39.587,39.946,40.392,40.944,41.606,42.367,43.204,44.082,44.966,45.842,46.698,47.535,48.363,49.19,50.018,50.846,51.676,52.51,53.344,54.177,55.014,55.864,56.722,57.574,58.398,59.162,59.832,60.382,60.798,61.075,61.215,61.23,61.152,61.012,60.832,60.619,60.372,60.095,59.804,59.527,59.302,59.171,59.154,59.266,59.512,59.89,60.388,60.969,61.597,62.247,62.893,63.519,64.119,64.686,65.211,65.685,66.105
United kingdom,71.12682927,70.87804878,70.92682927,70.82682927,71.62439024,71.62439024,71.57317073,72.12439024,71.72439024,71.72195122,71.97317073,72.27317073,72.12439024,72.32439024,72.52439024,72.72439024,72.77560976,73.22439024,73.17560976,73.27560976,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,80.95609756
Georgia,63.651,64.058,64.468,64.88,65.291,65.694,66.083,66.454,66.805,67.136,67.452,67.766,68.082,68.401,68.718,69.014,69.266,69.461,69.592,69.665,69.7,69.726,69.768,69.844,69.954,70.083,70.204,70.288,70.323,70.311,70.268,70.22,70.196,70.222,70.307,70.462,70.687,70.966,71.274,71.596,71.907,72.182,72.408,72.575,72.682,72.73,72.73,72.704,72.673,72.65,72.649,72.68,72.742,72.832,72.951,73.096,73.261
Ghana,45.844,46.28,46.697,47.094,47.47,47.824,48.156,48.469,48.768,49.056,49.339,49.623,49.911,50.204,50.505,50.809,51.11,51.405,51.693,51.977,52.268,52.575,52.907,53.272,53.67,54.111,54.605,55.14,55.697,56.251,56.755,57.16,57.439,57.583,57.598,57.507,57.347,57.171,57.032,56.962,56.994,57.147,57.41,57.761,58.187,58.666,59.167,59.663,60.128,60.55,60.924,61.254,61.561,61.86,62.154,62.448,62.742
Guinea,34.89,35.086,35.266,35.432,35.588,35.74,35.891,36.048,36.222,36.421,36.656,36.933,37.255,37.623,38.039,38.498,38.993,39.517,40.068,40.65,41.279,41.977,42.753,43.607,44.522,45.482,46.463,47.434,48.359,49.208,49.949,50.557,51.032,51.381,51.61,51.717,51.701,51.592,51.434,51.273,51.181,51.229,51.451,51.859,52.444,53.17,53.972,54.775,55.521,56.185,56.765,57.282,57.782,58.301,58.846,59.419,60.015
Guinea-bissau,37.854,38.157,38.481,38.828,39.195,39.58,39.975,40.372,40.767,41.155,41.538,41.917,42.295,42.679,43.068,43.465,43.873,44.292,44.717,45.146,45.569,45.979,46.369,46.737,47.084,47.414,47.734,48.054,48.381,48.718,49.071,49.441,49.825,50.213,50.599,50.969,51.306,51.604,51.86,52.079,52.27,52.45,52.636,52.845,53.084,53.357,53.663,53.991,54.333,54.687,55.05,55.424,55.807,56.2,56.598,57,57.403
Equatorial guinea,36.74,37.041,37.342,37.642,37.942,38.242,38.542,38.842,39.142,39.443,39.738,40.019,40.288,40.55,40.818,41.122,41.493,41.95,42.493,43.111,43.772,44.434,45.054,45.604,46.074,46.469,46.81,47.135,47.473,47.838,48.239,48.677,49.142,49.62,50.104,50.588,51.062,51.521,51.959,52.371,52.752,53.099,53.415,53.709,53.987,54.262,54.55,54.858,55.19,55.543,55.908,56.265,56.601,56.905,57.18,57.434,57.681
Greece,68.16390244,68.54863415,68.89226829,69.18570732,69.42943902,69.638,69.83746341,70.05246341,70.30256098,70.58929268,70.90363415,71.22656098,71.535,71.81485366,72.06463415,72.29370732,72.51956098,72.76165854,73.03107317,73.32936585,73.64714634,73.9694878,74.279,74.56585366,74.82912195,75.0785122,75.32970732,75.59814634,75.8912439,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.03658537
Grenada,60.068,60.503,60.924,61.331,61.725,62.107,62.477,62.835,63.181,63.517,63.843,64.158,64.462,64.755,65.038,65.312,65.577,65.833,66.081,66.322,66.557,66.787,67.012,67.233,67.449,67.66,67.864,68.06,68.247,68.427,68.6,68.765,68.925,69.083,69.241,69.402,69.57,69.748,69.934,70.131,70.337,70.551,70.77,70.991,71.213,71.438,71.667,71.903,72.142,72.383,72.618,72.84,73.044,73.227,73.388,73.531,73.659
Guatemala,46.702,47.219,47.75,48.295,48.856,49.434,50.032,50.646,51.267,51.889,52.501,53.091,53.652,54.181,54.676,55.14,55.577,56,56.418,56.84,57.272,57.719,58.183,58.661,59.154,59.661,60.176,60.694,61.214,61.735,62.261,62.799,63.352,63.921,64.502,65.09,65.678,66.257,66.817,67.351,67.849,68.304,68.717,69.092,69.437,69.763,70.085,70.415,70.76,71.122,71.494,71.867,72.227,72.562,72.869,73.15,73.409
Guyana,60.26,60.441,60.623,60.805,60.984,61.157,61.317,61.462,61.588,61.697,61.789,61.868,61.938,62.005,62.072,62.14,62.211,62.283,62.355,62.427,62.498,62.565,62.626,62.684,62.741,62.801,62.869,62.95,63.046,63.159,63.29,63.438,63.6,63.77,63.946,64.122,64.297,64.466,64.63,64.785,64.93,65.065,65.192,65.313,65.428,65.538,65.642,65.741,65.836,65.929,66.022,66.117,66.216,66.318,66.425,66.536,66.65
Honduras,46.274,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.921,52.523,53.14,53.779,54.44,55.125,55.834,56.567,57.318,58.08,58.851,59.632,60.428,61.236,62.051,62.859,63.643,64.382,65.063,65.679,66.23,66.725,67.18,67.616,68.047,68.476,68.898,69.301,69.672,70.001,70.288,70.537,70.756,70.957,71.15,71.341,71.532,71.724,71.911,72.093,72.27,72.446,72.624,72.805,72.99,73.181,73.376,73.575
Croatia,64.60865854,65.0155122,65.4082439,65.78787805,66.15443902,66.51204878,66.86278049,67.20873171,67.54892683,67.88136585,68.2004878,68.50163415,68.77873171,69.0292439,69.25270732,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122
Haiti,42.113,42.697,43.277,43.849,44.412,44.955,45.472,45.955,46.405,46.823,47.215,47.592,47.965,48.341,48.723,49.107,49.485,49.849,50.196,50.527,50.852,51.182,51.527,51.892,52.279,52.68,53.088,53.492,53.881,54.253,54.609,54.954,55.296,55.639,55.981,56.316,56.635,56.933,57.209,57.467,57.716,57.969,58.239,58.535,58.86,59.219,59.61,60.023,60.448,60.876,61.296,61.699,62.078,62.432,62.757,63.055,63.33
Hungary,68.00317073,68.93609756,67.86585366,68.87414634,69.38097561,69.07121951,69.82243902,69.40707317,69.2302439,69.31463415,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,75.56829268
Indonesia,48.651,49.281,49.897,50.499,51.09,51.672,52.249,52.824,53.397,53.968,54.537,55.1,55.655,56.197,56.726,57.24,57.742,58.23,58.707,59.171,59.618,60.045,60.451,60.836,61.203,61.555,61.899,62.241,62.583,62.929,63.281,63.638,63.998,64.353,64.701,65.032,65.339,65.617,65.866,66.087,66.285,66.467,66.643,66.82,67.002,67.191,67.386,67.581,67.775,67.964,68.15,68.331,68.509,68.684,68.856,69.025,69.191
India,41.174,41.794,42.421,43.057,43.702,44.356,45.02,45.691,46.366,47.043,47.721,48.399,49.075,49.746,50.405,51.047,51.665,52.257,52.819,53.349,53.842,54.295,54.711,55.099,55.468,55.83,56.201,56.589,57.003,57.445,57.915,58.409,58.915,59.421,59.921,60.408,60.877,61.327,61.761,62.179,62.582,62.977,63.368,63.759,64.154,64.556,64.966,65.383,65.802,66.219,66.625,67.013,67.377,67.714,68.021,68.302,68.56
Ireland,69.7965122,69.97826829,70.13407317,70.27292683,70.40129268,70.52314634,70.63843902,70.74514634,70.84429268,70.93787805,71.03143902,71.12853659,71.2322439,71.34556098,71.47202439,71.61660976,71.78278049,71.969,72.17373171,72.39346341,72.6232439,72.85609756,73.08807317,73.31368293,73.53146341,73.74236585,73.95141463,74.16253659,74.37770732,74.59590244,74.80909756,75.00526829,75.18095122,75.33612195,75.47680488,75.61756098,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,81,81.34878049,81.45365854,81.60731707
Iraq,48.022,49.222,50.409,51.58,52.73,53.839,54.885,55.85,56.723,57.5,58.199,58.849,59.47,60.062,60.611,61.046,61.276,61.263,61.018,60.598,60.127,59.766,59.647,59.85,60.393,61.236,62.285,63.393,64.436,65.354,66.118,66.735,67.256,67.722,68.134,68.489,68.776,68.987,69.122,69.183,69.169,69.081,68.932,68.742,68.537,68.35,68.217,68.156,68.177,68.283,68.465,68.702,68.963,69.219,69.458,69.672,69.862
Iceland,73.42317073,73.50341463,73.72195122,73.04292683,73.54170732,73.86878049,73.3004878,73.78317073,74.00585366,73.77634146,73.93390244,73.5704878,74.45585366,74.45097561,74.51170732,75.57878049,76.97219512,76.37365854,76.64926829,76.77317073,76.84658537,76.52146341,77.03780488,76.84560976,77.57658537,77.60243902,77.99073171,77.33902439,77.08292683,78.14097561,78.03634146,77.99195122,78.7602439,78.93463415,79.24707317,77.98439024,78.77780488,78.88536585,79.60243902,79.35121951,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.46829268
Israel,,72.00658537,72.11219512,,,,72.28560976,71.5097561,71.05658537,70.9704878,71.21341463,71.71902439,71.07804878,71.69341463,71.66170732,72.04512195,72.95609756,72.95853659,73.20731707,73.50731707,73.87560976,74.26097561,74.1097561,74.45853659,74.80731707,75.20731707,74.95609756,75.25853659,74.43658537,76.30731707,76.60731707,76.75853659,76.50487805,77.15365854,77.40243902,77.45121951,78.10487805,78,78.14878049,78.65853659,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707
Italy,69.12390244,69.7602439,69.1497561,69.24804878,70.31170732,70.17170732,70.92609756,70.95658537,70.78,70.81195122,71.55878049,71.80682927,72.07536585,72.02634146,72.73439024,72.64731707,72.99195122,73.36463415,73.69317073,74.00268293,73.94317073,74.35390244,74.81463415,74.6402439,75.3895122,75.47073171,75.77073171,76.2195122,76.37073171,76.8195122,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,82.54390244
Jamaica,64.387,64.96,65.484,65.962,66.396,66.789,67.144,67.466,67.763,68.045,68.324,68.609,68.907,69.219,69.546,69.885,70.235,70.583,70.919,71.231,71.509,71.739,71.92,72.052,72.135,72.175,72.179,72.16,72.129,72.096,72.065,72.039,72.015,71.996,71.986,71.99,72.011,72.052,72.116,72.205,72.327,72.487,72.683,72.911,73.167,73.446,73.739,74.038,74.334,74.619,74.883,75.122,75.334,75.523,75.689,75.836,75.97
Jordan,52.651,53.438,54.22,54.995,55.765,56.526,57.279,58.022,58.752,59.468,60.171,60.864,61.545,62.215,62.869,63.502,64.108,64.683,65.224,65.731,66.207,66.656,67.086,67.5,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.386,71.556,71.73,71.907,72.083,72.256,72.427,72.594,72.76,72.924,73.087,73.25,73.412,73.571,73.729,73.883,74.034,74.182,74.329
Japan,67.66609756,68.31,68.59487805,69.65804878,70.13243902,70.20195122,70.98658537,71.27658537,71.61121951,71.83878049,71.9502439,72.88292683,73.50658537,73.75756098,74.39390244,75.05731707,75.45682927,75.89829268,76.03829268,76.33756098,76.09170732,76.41439024,76.92292683,76.96146341,77.36536585,77.6504878,78.06463415,78.48365854,78.39926829,78.81804878,78.83682927,79.10073171,79.15390244,79.29365854,79.68707317,79.53634146,80.2002439,80.42414634,80.50146341,80.57073171,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805
Kazakhstan,58.36758537,58.78158537,59.19907317,59.61856098,60.03604878,60.44902439,60.852,61.2394878,61.60897561,61.95646341,62.27646341,62.56495122,62.82495122,63.06043902,63.27992683,63.49236585,63.7097561,63.94058537,64.19190244,64.46673171,66.62439024,66.70609756,66.78780488,67.66219512,68.53658537,68.53658537,68.91341463,69.2902439,68.84878049,68.2902439,68.33658537,67.98292683,67.73170732,66.72682927,65.67317073,64.9195122,64.1097561,64.46341463,64.56097561,65.5195122,65.51707317,65.76829268,65.96829268,65.86585366,65.88780488,65.9097561,66.16097561,66.50487805,67.02195122,68.42926829,68.29536585,68.98,69.61,70.45,71.62,72,72.3
Kenya,46.348,46.997,47.635,48.251,48.841,49.409,49.962,50.514,51.074,51.644,52.222,52.803,53.379,53.945,54.497,55.042,55.592,56.148,56.705,57.247,57.757,58.211,58.588,58.869,59.039,59.082,58.994,58.783,58.465,58.05,57.536,56.918,56.212,55.449,54.669,53.911,53.205,52.589,52.106,51.805,51.751,52.004,52.565,53.413,54.513,55.819,57.271,58.784,60.275,61.68,62.936,64.008,64.907,65.651,66.242,66.695,67.032
Cambodia,41.242,41.366,41.526,41.71,41.893,42.083,42.298,42.486,42.55,42.369,41.566,39.699,36.676,32.667,28.04,23.595,20.317,18.907,19.725,22.744,27.536,33.342,39.157,44.173,48.025,50.563,51.916,52.587,52.999,53.302,53.595,53.916,54.228,54.514,54.82,55.189,55.653,56.212,56.862,57.604,58.432,59.335,60.283,61.241,62.186,63.088,63.927,64.695,65.391,66.01,66.555,67.034,67.466,67.868,68.251,68.62,68.981
Kiribati,49.245,49.773,50.304,50.828,51.338,51.838,52.337,52.845,53.361,53.879,54.384,54.858,55.287,55.659,55.973,56.224,56.416,56.564,56.688,56.802,56.927,57.077,57.262,57.49,57.768,58.101,58.492,58.927,59.394,59.88,60.371,60.854,61.318,61.755,62.158,62.526,62.862,63.174,63.469,63.745,64.001,64.231,64.43,64.599,64.74,64.859,64.961,65.054,65.146,65.244,65.354,65.481,65.623,65.78,65.949,66.13,66.317
Kuwait,60.285,61.01,61.697,62.346,62.961,63.542,64.092,64.614,65.108,65.579,66.027,66.453,66.857,67.241,67.607,67.958,68.298,68.628,68.949,69.263,69.573,69.878,70.178,70.47,70.752,71.021,71.273,71.505,71.717,71.908,72.079,72.232,72.369,72.496,72.613,72.722,72.824,72.917,73.004,73.084,73.16,73.232,73.3,73.367,73.434,73.505,73.584,73.67,73.764,73.868,73.979,74.096,74.217,74.338,74.458,74.577,74.694
Lebanon,63.267,63.575,63.871,64.157,64.435,64.709,64.982,65.255,65.528,65.8,66.067,66.323,66.565,66.789,66.995,67.183,67.352,67.508,67.657,67.804,67.955,68.115,68.287,68.475,68.681,68.904,69.143,69.394,69.656,69.93,70.222,70.537,70.878,71.248,71.646,72.071,72.522,72.991,73.473,73.959,74.447,74.934,75.418,75.892,76.351,76.786,77.187,77.553,77.881,78.173,78.43,78.656,78.86,79.05,79.231,79.409,79.584
Liberia,34.671,34.941,35.257,35.626,36.049,36.52,37.03,37.564,38.113,38.674,39.254,39.867,40.522,41.217,41.943,42.686,43.431,44.156,44.838,45.458,45.996,46.435,46.778,47.032,47.206,47.298,47.309,47.26,47.189,47.138,47.183,47.406,47.839,48.475,49.283,50.163,50.984,51.641,52.082,52.314,52.423,52.543,52.814,53.323,54.084,55.052,56.136,57.207,58.167,58.977,59.631,60.155,60.615,61.066,61.527,62.007,62.505
Libya,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.77,60.6,61.393,62.15,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.034,67.413,67.789,68.16,68.522,68.864,69.172,69.439,69.664,69.85,70,70.127,70.241,70.352,70.473,70.616,70.783,70.97,71.17,71.362,71.521,71.629,71.681,71.679,71.643,71.598,71.574,71.592,71.659,71.776,71.934
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.65609756
Sri lanka,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.058,69.079,69.086,69.121,69.209,69.351,69.511,69.628,69.66,69.593,69.452,69.31,69.267,69.399,69.744,70.296,71.002,71.775,72.511,73.128,73.593,73.896,74.059,74.144,74.207,74.27,74.352,74.462,74.593,74.741,74.906,75.088,75.284
Lesotho,46.602,47.089,47.501,47.829,48.08,48.264,48.401,48.522,48.656,48.822,49.037,49.309,49.634,50.006,50.426,50.896,51.418,51.985,52.582,53.196,53.807,54.396,54.949,55.462,55.931,56.395,56.905,57.48,58.098,58.708,59.206,59.464,59.394,58.944,58.112,56.902,55.351,53.584,51.75,49.971,48.405,47.195,46.394,46.021,46.078,46.521,47.266,48.171,49.112,50.014,50.826,51.53,52.158,52.738,53.268,53.745,54.174
Lithuania,69.84731707,70.10268293,69.09536585,70.20439024,71.50902439,71.32512195,71.5202439,71.60390244,71.31365854,70.92853659,70.80439024,71.73536585,71.02463415,71.33219512,71.24414634,70.86731707,70.95804878,70.8095122,70.60463415,70.48219512,70.48219512,70.46073171,70.83682927,70.77780488,70.32,70.50121951,72.08073171,71.93463415,71.76219512,71.42536585,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.32195122
Luxembourg,68.44639024,68.73773171,68.99812195,69.22307317,69.41104878,69.56102439,69.67446341,69.76134146,69.83514634,69.90485366,69.98346341,70.08143902,70.20531707,70.35817073,70.54256098,70.75760976,70.9985122,71.25629268,71.52246341,71.79446341,72.07260976,72.35768293,72.65346341,72.95887805,73.27192683,73.5857561,73.89460976,74.1937561,74.48034146,74.75241463,75.01041463,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.29268293
Latvia,69.78682927,70.03243902,69.4304878,69.82902439,71.02804878,70.72658537,70.70731707,70.39390244,70.04292683,69.79682927,69.83536585,70.16463415,69.87878049,69.81341463,69.74097561,68.92536585,69.04780488,69.10463415,68.98780488,68.49560976,68.80853659,68.78634146,69.32829268,69.11902439,69.16292683,69.29146341,70.62243902,70.69292683,70.61536585,70.15536585,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.52926829
Morocco,48.458,48.88,49.307,49.738,50.168,50.593,51.009,51.413,51.808,52.195,52.572,52.94,53.305,53.676,54.066,54.492,54.976,55.525,56.141,56.823,57.56,58.339,59.139,59.937,60.717,61.469,62.189,62.878,63.536,64.158,64.733,65.253,65.716,66.129,66.502,66.848,67.184,67.526,67.889,68.284,68.722,69.209,69.738,70.296,70.873,71.456,72.029,72.58,73.097,73.572,73.999,74.377,74.717,75.026,75.309,75.573,75.821
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,61.995,62.367,62.743,63.122,63.496,63.856,64.186,64.476,64.718,64.908,65.045,65.134,65.186,65.213,65.221,65.209,65.172,65.111,65.037,64.971,64.951,65.022,65.205,65.499,65.887,66.33,66.772,67.156,67.44,67.605,67.643,67.563,67.408,67.221,67.03,66.867,66.761,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.82,68.022,68.302,68.671,69.119,69.616,70.117,70.577,70.961,71.258,71.468,71.61
Madagascar,39.962,40.444,40.924,41.401,41.876,42.351,42.828,43.31,43.796,44.283,44.771,45.257,45.735,46.203,46.656,47.094,47.517,47.926,48.317,48.683,49.005,49.26,49.442,49.56,49.634,49.694,49.781,49.932,50.176,50.53,51.003,51.595,52.278,53.022,53.808,54.616,55.43,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.752,61.212,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.932
Maldives,37.397,37.995,38.626,39.281,39.956,40.643,41.339,42.046,42.764,43.495,44.241,45.009,45.803,46.624,47.474,48.355,49.271,50.215,51.18,52.154,53.12,54.061,54.964,55.826,56.648,57.437,58.208,58.98,59.766,60.573,61.399,62.237,63.077,63.911,64.739,65.568,66.408,67.267,68.144,69.035,69.936,70.842,71.737,72.603,73.418,74.151,74.771,75.269,75.648,75.92,76.112,76.259,76.401,76.571,76.783,77.042,77.339
Mexico,57.082,57.674,58.199,58.662,59.076,59.454,59.814,60.172,60.544,60.94,61.369,61.837,62.334,62.852,63.385,63.928,64.474,65.016,65.548,66.064,66.562,67.04,67.501,67.949,68.385,68.81,69.226,69.635,70.039,70.438,70.836,71.235,71.633,72.029,72.418,72.796,73.158,73.498,73.814,74.103,74.364,74.598,74.809,75.002,75.18,75.347,75.505,75.656,75.802,75.948,76.096,76.251,76.412,76.579,76.753,76.933,77.118
Marshall islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.14146341,,,,,,,,,,,,67.50487805,65.23902439,,,,,,,,,,,,,,,,
Mali,28.199,28.345,28.535,28.782,29.097,29.489,29.959,30.496,31.086,31.72,32.388,33.078,33.782,34.493,35.205,35.921,36.645,37.385,38.142,38.909,39.677,40.435,41.173,41.879,42.545,43.17,43.759,44.315,44.838,45.323,45.746,46.076,46.305,46.445,46.52,46.573,46.658,46.823,47.103,47.515,48.069,48.758,49.54,50.373,51.224,52.057,52.839,53.553,54.193,54.756,55.249,55.694,56.122,56.556,57.007,57.478,57.966
Malta,68.59529268,68.8872439,69.1737561,69.45526829,69.73319512,70.00753659,70.27929268,70.547,70.81168293,71.07285366,71.33,71.58463415,71.83626829,72.08487805,72.3304878,72.57358537,72.81468293,73.0527561,73.28882927,73.52239024,73.75343902,73.9814878,74.20753659,74.43056098,74.65109756,74.86912195,75.08563415,75.30014634,75.51317073,75.72517073,75.93568293,76.14468293,76.35165854,76.55614634,76.75812195,77.14146341,77.14146341,77.5902439,77.38780488,77.3,78.2,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,81.74634146,81.94634146,81.79756098,81.79756098
Montenegro,63.82,64.508,65.181,65.827,66.438,67.022,67.593,68.169,68.756,69.348,69.929,70.476,70.968,71.392,71.748,72.041,72.286,72.504,72.714,72.922,73.13,73.334,73.524,73.693,73.843,73.981,74.116,74.255,74.394,74.526,74.627,74.669,74.634,74.52,74.334,74.1,73.846,73.608,73.417,73.288,73.228,73.23,73.277,73.355,73.465,73.62,73.834,74.116,74.462,74.858,75.28,75.7,76.089,76.43,76.712,76.938,77.116
Mongolia,48.392,49.304,50.185,51.012,51.771,52.461,53.098,53.702,54.285,54.845,55.364,55.819,56.192,56.477,56.676,56.796,56.848,56.86,56.861,56.875,56.936,57.074,57.295,57.595,57.968,58.392,58.836,59.266,59.655,59.992,60.268,60.486,60.67,60.841,61.015,61.211,61.447,61.73,62.063,62.446,62.869,63.319,63.777,64.23,64.671,65.104,65.539,65.987,66.449,66.92,67.383,67.82,68.215,68.558,68.847,69.087,69.287
Mozambique,35.026,35.49,35.936,36.363,36.773,37.174,37.573,37.98,38.397,38.826,39.271,39.735,40.21,40.679,41.125,41.512,41.804,41.983,42.05,42.017,41.913,41.778,41.66,41.597,41.61,41.705,41.872,42.085,42.327,42.6,42.915,43.293,43.745,44.272,44.862,45.491,46.124,46.736,47.309,47.841,48.348,48.859,49.406,50.007,50.663,51.362,52.079,52.785,53.459,54.096,54.7,55.288,55.878,56.483,57.099,57.714,58.311
Mauritania,43.488,44.171,44.835,45.472,46.077,46.648,47.184,47.694,48.185,48.662,49.13,49.59,50.046,50.504,50.969,51.453,51.966,52.511,53.084,53.678,54.28,54.876,55.45,55.986,56.476,56.912,57.293,57.625,57.919,58.18,58.415,58.633,58.839,59.039,59.233,59.419,59.587,59.733,59.855,59.957,60.049,60.143,60.25,60.381,60.539,60.729,60.952,61.199,61.461,61.73,61.997,62.253,62.492,62.711,62.907,63.082,63.238
Mauritius,58.74521951,59.74836585,60.62690244,61.35765854,61.93495122,62.35829268,62.63870732,62.81531707,62.93168293,63.02019512,63.11804878,63.25334146,63.43995122,63.68553659,63.99997561,64.39053659,64.85563415,65.37243902,65.91331707,66.45578049,66.96539024,67.40739024,67.76536585,68.03760976,68.23036585,68.37068293,68.49936585,68.6555122,68.86302439,69.12402439,69.40487805,69.95609756,70.05853659,70.10731707,70.15853659,70.32585366,70.32292683,70.40487805,70.60731707,70.96097561,71.66341463,71.76585366,71.96585366,72.12130081,72.27674797,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805
